Period,Provider_Code,Count_Join_Key,Sum_TotalCost,POD,HRG_Episode,TFC,EpType_Code,DATASET
FY2020-21,RWJ,*,5331.193673,NEL,JD07F,318,1,PL_APC
FY2020-21,RJZ,*,2231.446437,NEL,AA26C,400,2,PL_APC
FY2020-21,RTD,*,1017.844927,NEL,WH07G,173,1,PL_APC
FY2020-21,RHQ,*,15802.65607,NEL,HC27K,323,1,PL_APC
FY2020-21,RRV,*,21316.08244,EL,SA26A,308,1,PL_APC
FY2020-21,RBL,*,1750.85332,NEL,GA10J,106,1,PL_APC
FY2020-21,RQM,*,38.04219858,NES,FF05Z,328,2,PL_APC
FY2020-21,RN3,*,2747.35237,EL,AA25D,318,1,PL_APC
FY2020-21,RHQ,*,60041.65197,NEL,HC28H,323,1,PL_APC
FY2020-21,RDE,*,17657.6047,NEL,AA24C,400,1,PL_APC
FY2020-21,RP4,*,259.3629776,NEL,PM43A,242,2,PL_APC
FY2020-21,RJE,*,2761.532003,NES,HT12E,110,2,PL_APC
FY2020-21,R0A,*,965.024871,NES,WJ06B,361,1,PL_APC
FY2020-21,RRF,*,5145.66226,NEL,GC17A,100,1,PL_APC
FY2020-21,RR8,*,39644.43325,EL,FF30C,104,1,PL_APC
FY2020-21,RAL,*,15420.75749,EL,FF22B,410,1,PL_APC
FY2020-21,RTG,*,3134.12287,EL,MA07F,502,2,PL_APC
FY2020-21,RXN,*,2700.928276,NEL,LA07M,361,1,PL_APC
FY2020-21,RJ2,*,1466.29154,NES,DX21A,191,1,PL_APC
FY2020-21,RWY,*,671.7702262,NEL,NZ30C,560,1,PL_APC
FY2020-21,RWW,*,29638.8008,NEL,AA35A,328,1,PL_APC
FY2020-21,RBL,*,1254.013099,NEL,DZ22M,302,1,PL_APC
FY2020-21,RM1,*,547.9760636,NES,PF27A,251,2,PL_APC
FY2020-21,RTP,*,13057.07929,NEL,EB03B,192,2,PL_APC
FY2020-21,RVJ,*,4225.219902,NEL,FD03E,361,1,PL_APC
FY2020-21,RM3,9,54639.67025,NEL,AA35A,328,2,PL_APC
FY2020-21,R0A,*,2041.150765,NES,PB04C,242,2,PL_APC
FY2020-21,RHQ,*,7167.222751,NEL,HN14A,323,1,PL_APC
FY2020-21,REM,*,1524.234279,NEL,KB03E,302,2,PL_APC
FY2020-21,RRV,*,11867.77256,EL,AA26D,400,2,PL_APC
FY2020-21,RVV,*,2003.305623,NEL,LB20C,361,2,PL_APC
FY2020-21,RYR,*,10655.51893,NEL,HT13B,190,2,PL_APC
FY2020-21,RTH,*,49687.21959,EL,HC54A,108,2,PL_APC
FY2020-21,RHQ,*,5355.129727,NEL,JD07A,323,1,PL_APC
FY2020-21,RXH,*,14459.92734,NEL,NZ50C,560,2,PL_APC
FY2020-21,RP4,*,8027.813077,NEL,UZ01Z,321,2,PL_APC
FY2020-21,RA2,*,4711.330713,EL,KA09C,120,2,PL_APC
FY2020-21,R0A,*,19004.67229,NEL,GA05C,252,1,PL_APC
FY2020-21,RWY,*,2815.87367,EL,FD11F,104,1,PL_APC
FY2020-21,R0A,*,562.9796598,EL,CB02A,306,1,PL_APC
FY2020-21,RA2,*,13620.11182,EL,MA26A,503,2,PL_APC
FY2020-21,RBS,*,109611.1517,NELTR,PL38A,259,1,PL_APC
FY2020-21,RRV,*,2989.696072,NEL,EB03A,305,2,PL_APC
FY2020-21,RDE,*,5779.211924,NEL,HC20H,108,2,PL_APC
FY2020-21,RVV,*,37138.02618,NEL,YQ21A,107,2,PL_APC
FY2020-21,RTR,*,7620.11834,NEL,WJ06H,307,2,PL_APC
FY2020-21,RA7,*,32464.18934,EL,PM40A,308,1,PL_APC
FY2020-21,RTH,*,2073.01641,EL,ED12B,172,1,PL_APC
FY2020-21,RWP,*,101.0466419,NEL,KB02H,190,2,PL_APC
FY2020-21,REM,*,7505.249162,EL,LA08N,102,2,PL_APC
FY2020-21,RXP,*,2776.472416,NEL,NZ41C,501,1,PL_APC
FY2020-21,RGT,*,2017.3423,NEL,DZ11S,340,1,PL_APC
FY2020-21,RXQ,*,706.5191751,NEL,BZ24G,130,1,PL_APC
FY2020-21,RGR,*,1115.176778,NEL,FD10D,100,2,PL_APC
FY2020-21,RXR,*,527.3442724,NES,DZ11R,301,1,PL_APC
FY2020-21,RJ1,*,323679.1418,NEL,EC11A,221,1,PL_APC
FY2020-21,RM3,*,127.5907119,DC,BZ45B,330,2,PL_APC
FY2020-21,RYJ,*,305.1429978,NEL,LA07J,361,2,PL_APC
FY2020-21,RTG,*,5301.844069,NEL,GC17H,318,1,PL_APC
FY2020-21,R1H,*,3042.263978,EL,NZ31C,501,2,PL_APC
FY2020-21,RM1,*,134.3912117,NES,LB18Z,361,1,PL_APC
FY2020-21,R1H,*,27053.08271,NEL,EB06B,170,2,PL_APC
FY2020-21,RGT,*,912.7122857,NES,GC17K,105,2,PL_APC
FY2020-21,RHQ,19,408470.2963,NEL,UZ01Z,323,2,PL_APC
FY2020-21,RXF,*,2478.278437,NEL,NZ31A,560,1,PL_APC
FY2020-21,RTR,*,1323.350425,NEL,FD10J,400,1,PL_APC
FY2020-21,RHQ,*,4798.755729,NEL,VA10D,323,1,PL_APC
FY2020-21,RTD,*,27.45492801,NES,YR54A,190,1,PL_APC
FY2020-21,RXH,*,2103.802658,NEL,GC17J,106,2,PL_APC
FY2020-21,RHQ,*,165259.4794,NEL,VA13D,323,1,PL_APC
FY2020-21,RA7,*,73387.74416,EL,UZ01Z,308,2,PL_APC
FY2020-21,RTD,*,90598.6671,NEL,YF04A,251,1,PL_APC
FY2020-21,RGM,*,45127.13985,EL,ED04Z,174,1,PL_APC
FY2020-21,RHQ,*,4730.538756,NEL,HD25E,307,1,PL_APC
FY2020-21,R0B,*,2153.623001,NEL,PP64B,420,2,PL_APC
FY2020-21,RGM,*,444659.3116,EL,ED04Z,174,2,PL_APC
FY2020-21,RVV,*,1304.63072,NES,DZ11T,410,1,PL_APC
FY2020-21,RM1,*,10157.8804,EL,MA26B,502,2,PL_APC
FY2020-21,RX1,*,11679.1846,NEL,HC64A,108,2,PL_APC
FY2020-21,RHM,*,11082.86382,NEL,YA03A,150,1,PL_APC
FY2020-21,RP4,*,247102.8392,EL,SA20B,308,2,PL_APC
FY2020-21,RTG,*,17845.13943,NEL,WH09A,318,2,PL_APC
FY2020-21,RFF,*,8756.852003,NEL,DX01A,340,1,PL_APC
FY2020-21,RXW,*,1147.731499,NEL,FF31C,100,1,PL_APC
FY2020-21,RRK,*,6604.896914,EL,SA31E,303,1,PL_APC
FY2020-21,RTE,*,4593.994008,NEL,GB05G,106,1,PL_APC
FY2020-21,RYJ,*,70502.30391,EL,PJ35C,255,2,PL_APC
FY2020-21,RP4,*,168966.672,EL,PM45A,253,1,PL_APC
FY2020-21,RGM,*,41290.86418,EL,EY41A,174,2,PL_APC
FY2020-21,RJ2,*,776.4629903,NEL,UZ01Z,253,2,PL_APC
FY2020-21,RJ1,*,81439.4706,NEL,EC10A,221,1,PL_APC
FY2020-21,REM,*,54570.83997,EL,WH01B,102,2,PL_APC
FY2020-21,RGT,*,1752.89507,NEL,WJ06H,306,1,PL_APC
FY2020-21,RF4,*,37797.04846,NEL,PB04B,422,2,PL_APC
FY2020-21,R0B,*,6851.221933,NEL,LA04P,340,2,PL_APC
FY2020-21,RYR,*,774.3339834,NEL,KC05J,301,1,PL_APC
FY2020-21,RGM,*,154457.4569,EL,EY42A,174,1,PL_APC
FY2020-21,RAL,*,6779.838044,NEL,DX01A,102,1,PL_APC
FY2020-21,RGM,*,18728.08751,EL,EY42A,174,2,PL_APC
FY2020-21,RHM,*,6000.313962,NEL,DZ29G,400,1,PL_APC
FY2020-21,RHQ,*,514.7607319,EL,LB18Z,101,1,PL_APC
FY2020-21,RJZ,*,13733.86693,EL,GA03E,105,1,PL_APC
FY2020-21,RXC,*,1367.962815,NEL,FD01D,430,2,PL_APC
FY2020-21,RK9,*,27269.20725,EL,SA40Z,308,1,PL_APC
FY2020-21,RXN,*,1294.560262,NES,AA30C,314,1,PL_APC
FY2020-21,R0A,*,1344.627907,EL,MA54Z,503,1,PL_APC
FY2020-21,RGT,*,33058.55195,NEL,SA14Z,150,2,PL_APC
FY2020-21,RRK,*,49708.4616,EL,SA38A,308,1,PL_APC
FY2020-21,RVR,*,5428.652844,NES,FE23D,422,1,PL_APC
FY2020-21,RGM,*,8153.70808,EL,DZ25K,340,2,PL_APC
FY2020-21,RJ1,12,309957.5593,NEL,UZ01Z,172,2,PL_APC
FY2020-21,RJ2,52,330837.5839,NEL,UZ01Z,100,2,PL_APC
FY2020-21,RTE,*,1089.045601,NEL,YL20A,101,2,PL_APC
FY2020-21,RWJ,*,416.2676361,NEL,HC31L,108,1,PL_APC
FY2020-21,RA9,*,499.3870832,NES,FD01J,106,1,PL_APC
FY2020-21,RXK,*,10611.64599,NEL,UZ01Z,315,2,PL_APC
FY2020-21,R1H,*,11719.95803,NEL,WH12A,430,2,PL_APC
FY2020-21,R0B,*,2060.984673,NEL,KC05M,320,2,PL_APC
FY2020-21,R1H,*,897.4763446,NEL,NZ18B,502,1,PL_APC
FY2020-21,RJE,*,21514.58007,EL,CA90Z,144,1,PL_APC
FY2020-21,RCF,*,5712.24864,NEL,DZ11M,410,2,PL_APC
FY2020-21,RYJ,*,1882.996293,NES,NZ32C,560,1,PL_APC
FY2020-21,R1H,*,2126.98752,NEL,ED26B,170,1,PL_APC
FY2020-21,RTD,*,8273.094827,NEL,DZ16M,173,1,PL_APC
FY2020-21,RTE,*,1260.413846,DC,WJ11Z,313,2,PL_APC
FY2020-21,RYJ,*,1107.152692,NEL,GC17A,306,2,PL_APC
FY2020-21,RJZ,*,25380.7353,NEL,EY07A,320,1,PL_APC
FY2020-21,RQX,*,65994.63044,EL,DX01A,400,2,PL_APC
FY2020-21,RJ1,*,11110.7435,NES,PB04C,221,1,PL_APC
FY2020-21,R0B,*,5653.870089,EL,CB01C,120,1,PL_APC
FY2020-21,REM,*,1933.82352,NEL,WJ06G,320,1,PL_APC
FY2020-21,RJ1,*,9486.9233,EL,UZ01Z,331,2,PL_APC
FY2020-21,RAE,*,5824.860665,NEL,UZ01Z,144,2,PL_APC
FY2020-21,RP4,*,993511.0221,NEL,UZ01Z,255,4,PL_APC
FY2020-21,RBS,*,134638.2025,NEL,PF27A,251,2,PL_APC
FY2020-21,RJ1,*,45941.3423,NEL,AA35A,328,1,PL_APC
FY2020-21,R1H,*,2851.16292,NEL,VA10D,107,2,PL_APC
FY2020-21,RWA,*,1618.557302,NEL,SA31C,315,1,PL_APC
FY2020-21,RVV,*,149.3358727,NES,WH12B,180,1,PL_APC
FY2020-21,RD1,*,1781.269633,NES,YR40A,190,1,PL_APC
FY2020-21,RTE,*,649.1074712,EL,YR15B,107,2,PL_APC
FY2020-21,RNZ,*,2768.884819,NES,CB01D,315,1,PL_APC
FY2020-21,RTH,*,6292.85839,NEL,LA01A,102,1,PL_APC
FY2020-21,RXH,*,1452.323982,NEL,NZ30A,560,1,PL_APC
FY2020-21,RGN,*,1938.272934,NES,EB03C,320,1,PL_APC
FY2020-21,R0B,*,308.7124512,NES,KC05M,307,1,PL_APC
FY2020-21,RTG,*,1357.940417,NEL,FE10A,315,2,PL_APC
FY2020-21,RJ1,*,641.0797,NES,NZ30A,560,1,PL_APC
FY2020-21,REM,*,2420.314089,NEL,AA26D,305,2,PL_APC
FY2020-21,RA7,*,5189.208067,NEL,PV32B,217,1,PL_APC
FY2020-21,RF4,*,354.3028139,NES,EB03C,300,2,PL_APC
FY2020-21,RD1,*,1757.067992,NEL,AA35E,328,1,PL_APC
FY2020-21,R1H,*,14340.34801,NEL,VA15D,107,2,PL_APC
FY2020-21,RJE,*,5467.89985,NEL,DX11A,323,1,PL_APC
FY2020-21,RTH,*,5509.827684,EL,FF02B,106,1,PL_APC
FY2020-21,RMP,*,2534.781806,NEL,LA04N,328,2,PL_APC
FY2020-21,RTG,*,4915.786457,NEL,DZ17P,315,2,PL_APC
FY2020-21,RJ1,*,6700.0693,NEL,EB03A,331,1,PL_APC
FY2020-21,RPA,*,143.1316103,NEL,WJ06G,430,2,PL_APC
FY2020-21,RA7,*,9547.038409,EL,SA26A,308,2,PL_APC
FY2020-21,RL4,*,1494.588097,EL,YF01A,140,1,PL_APC
FY2020-21,RVJ,*,5083.577478,NEL,FD10M,100,2,PL_APC
FY2020-21,RK9,*,557.2626972,NEL,FD05B,105,2,PL_APC
FY2020-21,RM1,*,2265.466645,NEL,DZ23M,361,1,PL_APC
FY2020-21,RX1,*,4586.540511,NEL,GB06G,105,1,PL_APC
FY2020-21,RM1,*,1520.945931,NEL,DZ65J,361,1,PL_APC
FY2020-21,RK9,*,12394.11197,NEL,AA26E,400,1,PL_APC
FY2020-21,RJE,*,8714.002022,EL,MA26B,503,2,PL_APC
FY2020-21,RGT,*,10787.36344,NEL,AA26D,314,2,PL_APC
FY2020-21,RTG,*,8625.911125,NEL,WJ06D,800,2,PL_APC
FY2020-21,R1H,*,37130.81889,EL,ED26A,170,1,PL_APC
FY2020-21,RBS,*,37926.86275,NELTR,PE23A,321,2,PL_APC
FY2020-21,RTR,*,5566.973565,NEL,EB06A,320,2,PL_APC
FY2020-21,RJC,*,5115.92693,NEL,SA25G,303,1,PL_APC
FY2020-21,RXL,*,805.6160275,NEL,FD05B,170,2,PL_APC
FY2020-21,RXC,*,3855.593318,NEL,WJ06G,303,2,PL_APC
FY2020-21,RWJ,*,1558.117845,NEL,DZ11R,300,1,PL_APC
FY2020-21,RA7,*,2110.47208,NEL,FD02F,104,1,PL_APC
FY2020-21,RQ3,*,1650.283807,NEL,UZ01Z,262,2,PL_APC
FY2020-21,RRV,*,25001.5657,EL,SA26A,308,2,PL_APC
FY2020-21,RRK,*,716.185104,NES,GC17K,105,1,PL_APC
FY2020-21,RL4,*,124.2212377,NES,EB07E,180,1,PL_APC
FY2020-21,RDU,*,2893.624362,NEL,FF37F,171,1,PL_APC
FY2020-21,RGM,*,75205.75553,NEL,DZ01Z,174,1,PL_APC
FY2020-21,RJE,*,60016.08005,EL,CA80A,144,2,PL_APC
FY2020-21,RXH,*,1779.939084,NEL,PB05A,422,1,PL_APC
FY2020-21,RGM,*,63464.85089,NEL,DZ01Z,174,2,PL_APC
FY2020-21,RJE,*,6422.660401,NEL,VA11D,323,1,PL_APC
FY2020-21,R0A,*,125073.6843,EL,SA26B,308,2,PL_APC
FY2020-21,RP4,*,100705.3713,EL,FF20D,251,1,PL_APC
FY2020-21,RK9,*,6139.181028,NEL,CB01F,120,2,PL_APC
FY2020-21,REM,*,553.6794314,NES,EB14A,350,1,PL_APC
FY2020-21,RR8,*,30827.29209,EL,DZ02H,173,1,PL_APC
FY2020-21,RJ1,*,4172.1663,NEL,EB15A,331,1,PL_APC
FY2020-21,REM,*,67.9290325,NEL,WD02Z,352,2,PL_APC
FY2020-21,R1H,*,5072.186653,NEL,CB01A,430,2,PL_APC
FY2020-21,RTG,*,7668.344815,NEL,JD07G,318,1,PL_APC
FY2020-21,RTR,*,1423.353996,NEL,WH09F,300,2,PL_APC
FY2020-21,RGM,*,9284.233441,NEL,DZ14H,174,1,PL_APC
FY2020-21,RXN,*,1720.937605,NES,AA35C,430,1,PL_APC
FY2020-21,R0A,*,3407.10726,NEL,NZ44A,560,1,PL_APC
FY2020-21,REP,*,4914.921299,EL,MA26B,503,2,PL_APC
FY2020-21,RP4,*,106751.8188,EL,SA21B,308,1,PL_APC
FY2020-21,REM,*,478.9118535,NES,DZ11R,302,1,PL_APC
FY2020-21,RA7,*,24475.37555,EL,EC10B,221,1,PL_APC
FY2020-21,RM3,*,451.5296797,EL,LB06R,192,1,PL_APC
FY2020-21,RJ7,*,3770.939912,NEL,PN47A,253,1,PL_APC
FY2020-21,RR8,*,2593.852801,NEL,WJ06A,308,1,PL_APC
FY2020-21,RGT,*,101355.6099,NEL,LA01A,102,2,PL_APC
FY2020-21,RJZ,*,7315.538779,NEL,FF02A,105,1,PL_APC
FY2020-21,RXQ,*,70525.91766,NEL,UZ01Z,130,2,PL_APC
FY2020-21,RRK,*,33872.34262,NEL,YF04A,105,1,PL_APC
FY2020-21,RP4,*,36879.31364,NEL,PE23A,321,1,PL_APC
FY2020-21,RTD,*,10051.63791,NEL,PE23A,251,1,PL_APC
FY2020-21,RTE,*,2008.874246,NEL,NZ20B,501,2,PL_APC
FY2020-21,RDU,*,99.37381151,NEL,YR52A,105,2,PL_APC
FY2020-21,RGM,*,11896.78083,NEL,EB03A,174,2,PL_APC
FY2020-21,RXF,*,507.0640945,NES,FD10M,140,2,PL_APC
FY2020-21,RFR,*,1161.419147,NEL,DZ11Q,302,1,PL_APC
FY2020-21,RX1,*,6084.397069,NEL,WD01Z,400,2,PL_APC
FY2020-21,RRK,*,34874.15851,NEL,GA15A,102,1,PL_APC
FY2020-21,RM3,*,4250.026234,NEL,AA35A,150,2,PL_APC
FY2020-21,RWA,*,754.3971645,NEL,CB02A,120,1,PL_APC
FY2020-21,RJE,*,5303.631436,NES,HC60B,323,2,PL_APC
FY2020-21,RGT,*,33391.05485,NEL,VA11C,150,1,PL_APC
FY2020-21,RTG,*,4390.209243,NEL,GC12H,315,2,PL_APC
FY2020-21,RXH,*,8303.784688,NEL,AA23C,150,1,PL_APC
FY2020-21,RTH,*,227170.2015,EL,SA40Z,308,1,PL_APC
FY2020-21,RGM,*,60648.21009,NEL,ED04Z,174,1,PL_APC
FY2020-21,RPA,*,919.8507931,NES,LA04P,430,1,PL_APC
FY2020-21,RCU,*,93745.35592,NEL,CA41Z,255,1,PL_APC
FY2020-21,RGM,*,44359.02845,NEL,ED04Z,174,2,PL_APC
FY2020-21,RA7,*,864.4808155,NEL,PT52A,321,2,PL_APC
FY2020-21,REM,*,386.143406,NEL,HC26D,315,2,PL_APC
FY2020-21,RDE,*,2913.808783,NEL,DZ11S,430,2,PL_APC
FY2020-21,RBS,*,18693.66108,NEL,JB51B,220,2,PL_APC
FY2020-21,RM3,*,10597.36312,NEL,AA29D,328,2,PL_APC
FY2020-21,RGM,*,19618.20725,NEL,ED07Z,174,1,PL_APC
FY2020-21,RP4,*,38090.61977,NEL,PH34A,308,2,PL_APC
FY2020-21,RGT,*,12078.06982,NEL,FD11A,800,2,PL_APC
FY2020-21,RET,*,25753.69195,NELTR,HC54A,150,2,PL_APC
FY2020-21,RM3,*,40562.21166,EL,SA25G,303,1,PL_APC
FY2020-21,RNZ,*,1985.883158,NES,LA08M,315,1,PL_APC
FY2020-21,R0A,*,1510.463336,NES,HE11F,430,2,PL_APC
FY2020-21,RP4,*,555.9681572,NES,DZ37B,321,2,PL_APC
FY2020-21,RGM,*,9893.840195,NEL,EY42A,174,1,PL_APC
FY2020-21,REM,*,5470.196722,EL,FD10M,315,2,PL_APC
FY2020-21,RL1,*,69926.54611,EL,HN14A,323,1,PL_APC
FY2020-21,RH5,*,1550.133604,NES,NZ43C,560,2,PL_APC
FY2020-21,RM3,*,4141.27428,DC,JC41Z,160,2,PL_APC
FY2020-21,RJ1,*,22131.98,NEL,UZ01Z,331,2,PL_APC
FY2020-21,RL1,*,65631.10946,EL,JD07A,323,1,PL_APC
FY2020-21,RP4,*,2121.800031,EL,PK36B,252,2,PL_APC
FY2020-21,REM,*,0.5903239,NEL,HD21D,315,2,PL_APC
FY2020-21,R0A,*,68415.82405,EL,SA38A,308,2,PL_APC
FY2020-21,RHQ,10,70710.0834,NEL,NZ51B,501,1,PL_APC
FY2020-21,RRK,*,1392.00107,NES,GB06F,100,1,PL_APC
FY2020-21,REM,*,1987.012715,NEL,AA31E,305,2,PL_APC
FY2020-21,RTE,*,510.0640856,EL,FF53A,503,1,PL_APC
FY2020-21,RR8,*,4615.821415,NES,UZ01Z,253,2,PL_APC
FY2020-21,RL1,*,16338.18968,EL,JD07G,323,1,PL_APC
FY2020-21,RP4,*,77112.10582,EL,PM45A,308,2,PL_APC
FY2020-21,RJ1,*,14763.6092,NES,LB64C,340,1,PL_APC
FY2020-21,RJC,*,1535.883429,NES,NZ31C,501,2,PL_APC
FY2020-21,RR8,*,8800.006442,NEL,EC13C,321,1,PL_APC
FY2020-21,R0A,*,5159.583066,NEL,HC20H,430,2,PL_APC
FY2020-21,RC9,*,3398.538443,NEL,NZ50C,560,2,PL_APC
FY2020-21,RWA,*,22236.86177,NEL,VA12C,110,1,PL_APC
FY2020-21,RJE,*,4829.652323,NEL,ED27B,170,1,PL_APC
FY2020-21,RD1,43,147192.2406,NEL,UZ01Z,302,2,PL_APC
FY2020-21,RGM,9,179870.7906,EL,DZ02H,173,2,PL_APC
FY2020-21,RBK,*,9995.250475,NEL,FE02A,301,1,PL_APC
FY2020-21,RTR,*,1843.38583,NES,EY44D,320,2,PL_APC
FY2020-21,RQM,*,1624.462238,NEL,NZ51C,501,2,PL_APC
FY2020-21,RXL,*,3322.560087,EL,DZ02J,170,1,PL_APC
FY2020-21,RGT,*,6158.177133,NEL,YQ51A,102,2,PL_APC
FY2020-21,RAL,*,884.5758382,NEL,FD01H,300,2,PL_APC
FY2020-21,RTE,*,473.1894637,NES,FD03D,340,1,PL_APC
FY2020-21,RXK,*,6244.845999,NES,AA35D,314,1,PL_APC
FY2020-21,RK9,*,536.6411837,EL,FD02G,308,1,PL_APC
FY2020-21,RP4,*,7567.52114,NES,YR42C,259,1,PL_APC
FY2020-21,RKE,*,4420.753699,NES,NZ42C,501,1,PL_APC
FY2020-21,RL1,*,15562.98734,NEL,AA26F,323,1,PL_APC
FY2020-21,REM,*,558.717892,EL,LB61F,102,2,PL_APC
FY2020-21,RX1,*,6568.86298,NEL,GB06E,105,2,PL_APC
FY2020-21,RK9,*,669.3443529,NEL,FD10L,800,1,PL_APC
FY2020-21,RX1,*,3209.012065,NEL,GC17G,306,2,PL_APC
FY2020-21,RX1,*,8308.168744,NEL,CB02D,303,1,PL_APC
FY2020-21,RA7,*,489.8014063,NELTR,PD14B,321,1,PL_APC
FY2020-21,RX1,*,4426.27373,NES,FD11G,315,1,PL_APC
FY2020-21,RA7,*,8141.300479,EL,SA24H,308,2,PL_APC
FY2020-21,R0A,*,4607.776745,NES,LA08M,102,2,PL_APC
FY2020-21,REM,*,546.7567266,NEL,LA07N,305,2,PL_APC
FY2020-21,RM1,*,3596.047814,NEL,YQ50E,107,2,PL_APC
FY2020-21,RTG,*,13956.67351,NEL,WH14C,315,1,PL_APC
FY2020-21,RJ7,*,88516.23705,EL,UZ01Z,308,1,PL_APC
FY2020-21,RR8,*,4292.672516,NEL,EC10C,221,1,PL_APC
FY2020-21,RRK,*,218.1946332,NES,PB05C,422,1,PL_APC
FY2020-21,RR8,*,2655.360225,NEL,EB03B,321,1,PL_APC
FY2020-21,REM,*,1433.844527,NEL,SA17G,305,2,PL_APC
FY2020-21,RTG,*,33.3416303,NEL,VA10C,318,2,PL_APC
FY2020-21,RL1,19,417912.5149,NEL,HC21D,323,1,PL_APC
FY2020-21,RP4,*,50724.64969,EL,PE23A,259,2,PL_APC
FY2020-21,RDE,*,1170.058211,NEL,PX02C,420,1,PL_APC
FY2020-21,RP4,*,17312.08575,EL,CA83C,219,2,PL_APC
FY2020-21,REM,*,381.9798493,NES,FD10L,102,1,PL_APC
FY2020-21,REP,*,12382.03249,EL,FF30B,503,2,PL_APC
FY2020-21,R1H,*,1657.449121,NEL,DZ11U,340,2,PL_APC
FY2020-21,REM,*,139.4359364,NES,GC17K,320,2,PL_APC
FY2020-21,RGM,*,7952.352128,NES,DZ68Z,174,1,PL_APC
FY2020-21,RPA,*,370.8246208,NEL,FD10K,502,2,PL_APC
FY2020-21,REM,*,6707.066678,EL,FF31C,105,2,PL_APC
FY2020-21,RXK,*,20411.02894,NEL,EB12C,305,2,PL_APC
FY2020-21,RA7,*,21515.0466,EL,PM40A,253,1,PL_APC
FY2020-21,RTG,*,3323.26859,NEL,JD07G,430,2,PL_APC
FY2020-21,RL1,*,111351.8162,NEL,HC28J,323,1,PL_APC
FY2020-21,RHM,*,1763.792311,NEL,WH04B,502,1,PL_APC
FY2020-21,RR8,*,14487.76053,NEL,AA24C,328,1,PL_APC
FY2020-21,RP4,*,1555.561722,NEL,PK72A,259,1,PL_APC
FY2020-21,RTD,*,565.7591536,NEL,UZ01Z,252,2,PL_APC
FY2020-21,RJ1,*,8447.9684,NES,UZ01Z,331,2,PL_APC
FY2020-21,RJE,*,3267.685783,EL,ED22A,170,1,PL_APC
FY2020-21,RGT,*,15562.0495,NEL,GC17H,102,2,PL_APC
FY2020-21,RQX,*,4302.120757,NEL,KB01E,307,2,PL_APC
FY2020-21,RA2,*,2683.634752,NEL,EY43D,320,2,PL_APC
FY2020-21,REM,*,257.9727913,NEL,DZ65F,307,2,PL_APC
FY2020-21,RL1,*,58728.48174,NEL,HC28M,323,1,PL_APC
FY2020-21,RJE,*,1196.7808,NES,AA26D,303,2,PL_APC
FY2020-21,RL1,*,8004.531784,NEL,HC31L,323,1,PL_APC
FY2020-21,R0A,11,10724.49417,EL,UZ01Z,142,2,PL_APC
FY2020-21,RKE,*,2572.129211,NEL,LB38G,180,2,PL_APC
FY2020-21,RXL,*,282.4140602,NEL,KB01C,314,2,PL_APC
FY2020-21,RA7,*,1058.248956,EL,SA31C,303,2,PL_APC
FY2020-21,RGT,*,7343.88246,NEL,FD10K,102,1,PL_APC
FY2020-21,RXK,*,1774.646395,NES,LA04Q,305,1,PL_APC
FY2020-21,RGM,*,32843.01004,NES,ED07Z,174,2,PL_APC
FY2020-21,RBS,*,105595.9285,EL,CA93C,140,1,PL_APC
FY2020-21,RL1,*,83509.51048,NEL,PV08A,323,1,PL_APC
FY2020-21,RP4,*,6574.100511,EL,SA18Z,308,1,PL_APC
FY2020-21,RRV,*,2617.957053,EL,NZ50A,560,1,PL_APC
FY2020-21,RJL,*,9788.758329,NES,EB03A,301,1,PL_APC
FY2020-21,RGT,*,5899.807319,NEL,FD10K,105,2,PL_APC
FY2020-21,RTD,*,8388.955826,NEL,YQ50C,150,1,PL_APC
FY2020-21,RNN,*,1848.993746,NEL,AA35A,328,1,PL_APC
FY2020-21,RGM,*,99033.4097,NES,ED09Z,174,1,PL_APC
FY2020-21,RR8,*,1542.498043,NEL,PM45A,253,1,PL_APC
FY2020-21,RR8,*,712.7579872,NEL,AA35C,329,1,PL_APC
FY2020-21,RL1,*,29523.83888,NEL,VA10C,323,1,PL_APC
FY2020-21,RRV,*,6601.831115,EL,NZ50B,560,2,PL_APC
FY2020-21,RGM,*,43431.43252,NES,ED09Z,174,2,PL_APC
FY2020-21,R0A,*,37934.90368,NEL,PM40B,253,2,PL_APC
FY2020-21,R1K,*,17796.05193,EL,CA02A,144,2,PL_APC
FY2020-21,RGT,*,1784.436233,NES,YR40C,242,2,PL_APC
FY2020-21,RXK,*,180.8514299,NES,DZ65G,301,1,PL_APC
FY2020-21,RXH,*,4192.487901,NEL,YQ50B,430,2,PL_APC
FY2020-21,RL1,*,215937.1977,NEL,VA10D,323,1,PL_APC
FY2020-21,RP4,*,124344.2092,EL,SA21B,308,2,PL_APC
FY2020-21,RWH,*,752.0908383,NEL,HD24E,300,1,PL_APC
FY2020-21,RA7,*,534.3214362,NEL,FE37D,251,2,PL_APC
FY2020-21,RTD,*,12464.63922,NEL,UZ01Z,251,2,PL_APC
FY2020-21,RTE,*,2069.382195,NEL,LA07H,361,1,PL_APC
FY2020-21,RM1,*,19092.27512,EL,SA26A,308,2,PL_APC
FY2020-21,RR8,*,1351.314211,NEL,LA09Q,361,1,PL_APC
FY2020-21,RR8,*,1646.768185,NES,AA35C,328,1,PL_APC
FY2020-21,RTH,*,159473.2763,EL,SA40Z,308,2,PL_APC
FY2020-21,RF4,*,2369.73182,NEL,DZ11T,325,2,PL_APC
